dispnum,stabb,ccode,stday,stmon,styear,endday,endmon,endyear,sidea,revstate,revtype1,revtype2,fatality,fatalpre,hiact,hostlev,orig,version
164,"MOR",600,31,5,1904,28,6,1904,0,0,0,-9,0,0,0,1,1,5
165,"IRN",630,2,11,1911,29,9,1912,0,0,0,-9,-9,-9,17,4,1,5
165,"USR",365,2,11,1911,29,9,1912,1,1,2,-9,-9,-9,17,4,1,5
166,"IRN",630,16,4,1908,17,6,1908,0,0,0,-9,0,0,0,1,1,5
166,"USR",365,16,4,1908,17,6,1908,1,1,2,-9,0,0,16,4,1,5
167,"ITA",325,10,3,1821,8,4,1821,0,0,0,-9,-9,-9,17,4,1,5
167,"AUH",300,10,3,1821,8,4,1821,1,1,3,-9,-9,-9,17,4,1,5
169,"POL",290,1,9,1939,29,9,1939,0,0,0,-9,-9,-9,16,4,1,5
169,"USR",365,1,9,1939,29,9,1939,1,1,1,-9,-9,-9,14,4,1,5
172,"TAW",713,7,1,1962,19,12,1962,0,1,3,-9,-9,-9,16,4,1,5
172,"USA",2,25,2,1962,19,12,1962,0,0,0,-9,0,0,12,3,0,5
172,"CHN",710,7,1,1962,19,12,1962,1,1,3,-9,-9,-9,16,4,1,5
173,"USA",2,22,7,1958,19,12,1958,0,0,0,-9,-9,-9,7,3,1,5
173,"CHN",710,22,7,1958,19,12,1958,1,1,1,-9,-9,-9,17,4,1,5
173,"TAW",713,22,7,1958,19,12,1958,0,1,1,-9,-9,-9,17,4,1,5
173,"USR",365,8,9,1958,8,9,1958,1,0,0,-9,-9,-9,1,2,0,5
174,"GMY",255,7,3,1936,7,3,1936,1,1,2,-9,0,0,7,3,1,5
174,"FRN",220,7,3,1936,7,3,1936,0,0,0,-9,0,0,7,3,1,5
174,"BEL",211,7,3,1936,7,3,1936,0,0,0,-9,0,0,7,3,1,5
175,"FRN",220,24,4,1849,1,7,1849,1,1,2,-9,2,-9,20,5,0,5
175,"PAP",327,18,2,1849,1,7,1849,0,0,0,-9,6,-9,20,5,1,5
175,"SIC",329,28,4,1849,1,7,1849,1,1,2,-9,2,-9,20,5,0,5
175,"AUH",300,18,2,1849,1,7,1849,1,1,2,-9,2,-9,20,5,1,5
177,"BEL",211,11,1,1923,11,7,1923,1,0,0,-9,0,0,14,4,0,5
177,"FRN",220,15,8,1922,11,7,1923,1,1,2,-9,0,0,14,4,1,5
177,"GMY",255,15,8,1922,11,7,1923,0,0,0,-9,0,0,0,1,1,5
178,"JPN",740,-9,4,1932,23,3,1935,0,0,0,-9,-9,-9,17,4,1,5
178,"USR",365,-9,4,1932,23,3,1935,1,1,2,-9,-9,-9,17,4,1,5
179,"FIN",375,8,10,1939,12,3,1940,0,0,0,-9,6,-9,20,5,1,5
179,"USR",365,8,10,1939,12,3,1940,1,1,1,-9,6,-9,20,5,1,5
180,"USR",365,29,6,1903,15,9,1905,1,1,1,-9,6,-9,20,5,1,5
180,"JPN",740,29,6,1903,15,9,1905,0,0,0,-9,6,-9,20,5,1,5
180,"KOR",730,1,10,1903,-9,1,1905,0,0,0,-9,-9,-9,7,3,0,5
182,"USR",365,-9,12,1935,31,3,1936,1,0,0,-9,-9,-9,17,4,0,5
182,"MON",712,8,1,1935,31,3,1936,1,0,0,-9,-9,-9,17,4,1,5
182,"JPN",740,8,1,1935,31,3,1936,0,1,1,-9,-9,-9,17,4,1,5
183,"USR",365,26,5,1939,16,9,1939,1,1,1,-9,6,-9,20,5,0,5
183,"MON",712,11,5,1939,16,9,1939,1,1,1,-9,6,-9,20,5,1,5
183,"JPN",740,11,5,1939,16,9,1939,0,1,1,-9,6,-9,20,5,1,5
184,"USR",365,9,7,1938,11,8,1938,1,1,1,-9,6,-9,20,5,1,5
184,"JPN",740,9,7,1938,11,8,1938,0,1,1,-9,6,-9,20,5,1,5
185,"POL",290,17,10,1956,21,10,1956,0,0,0,-9,0,0,16,4,1,5
185,"USR",365,17,10,1956,21,10,1956,1,1,2,-9,0,0,14,4,1,5
186,"UKG",200,12,7,1920,3,8,1920,1,1,2,-9,0,0,1,2,1,5
186,"USR",365,12,7,1920,3,8,1920,0,0,0,-9,0,0,0,1,1,5
187,"TUR",640,31,10,1876,31,1,1878,0,0,0,-9,6,-9,20,5,1,5
187,"USR",365,31,10,1876,31,1,1878,1,1,2,-9,6,-9,20,5,1,5
189,"USR",365,-9,11,1827,14,9,1829,1,1,2,-9,6,-9,20,5,1,5
189,"TUR",640,-9,11,1827,14,9,1829,0,0,0,-9,6,-9,20,5,1,5
191,"UKG",200,18,12,1888,16,3,1889,0,0,0,-9,0,0,7,3,1,5
191,"USA",2,18,12,1888,16,3,1889,0,0,0,-9,0,0,17,4,1,5
191,"GMY",255,18,12,1888,16,3,1889,1,1,2,-9,0,0,17,4,1,5
194,"HSG",275,24,11,1863,20,7,1864,1,0,0,-9,0,0,7,3,0,5
194,"HAN",240,23,12,1863,20,7,1864,1,0,0,-9,-9,-9,14,4,0,5
194,"GMY",255,17,4,1863,20,7,1864,1,1,1,-9,6,-9,20,5,1,5
194,"SAX",269,24,11,1863,20,7,1864,1,0,0,-9,0,0,14,4,0,5
194,"BAD",267,1,12,1863,1,12,1863,1,0,0,-9,0,0,1,2,0,5
194,"WRT",271,24,11,1863,20,7,1864,1,0,0,-9,0,0,7,3,0,5
194,"DEN",390,17,4,1863,20,7,1864,0,0,0,-9,6,-9,20,5,1,5
194,"AUH",300,1,10,1863,20,7,1864,1,0,0,-9,4,-9,20,5,0,5
194,"UKG",200,23,7,1863,30,4,1864,0,0,0,-9,0,0,1,2,0,5
196,"UKG",200,1,7,1893,3,8,1893,0,0,0,-9,0,0,7,3,0,5
196,"FRN",220,4,2,1893,3,10,1893,1,1,1,-9,3,-9,20,5,1,5
196,"THI",800,4,2,1893,3,10,1893,0,0,0,-9,5,-9,20,5,1,5
197,"GRC",350,17,12,1918,6,4,1919,1,1,3,-9,-9,-9,17,4,0,5
197,"USR",365,21,11,1917,1,4,1920,0,0,0,-9,-9,-9,17,4,1,5
197,"ITA",325,1,9,1918,1,4,1920,1,1,3,-9,-9,-9,17,4,0,5
197,"UKG",200,12,1,1918,1,4,1920,1,1,3,-9,-9,-9,17,4,0,5
197,"FRN",220,1,9,1918,1,4,1920,1,1,3,-9,-9,-9,17,4,0,5
197,"CAN",20,3,8,1918,-9,6,1919,1,1,3,-9,-9,-9,17,4,0,5
197,"RUM",360,17,12,1918,6,4,1919,1,1,3,-9,-9,-9,17,4,0,5
197,"USA",2,12,1,1918,1,4,1920,1,1,3,-9,-9,-9,17,4,0,5
197,"YUG",345,28,6,1918,12,10,1919,1,1,3,-9,-9,-9,17,4,0,5
197,"JPN",740,21,11,1917,1,4,1920,1,1,3,-9,-9,-9,17,4,1,5
198,"FRN",220,1,9,1848,11,9,1848,1,1,2,-9,0,0,7,3,1,5
198,"UKG",200,1,9,1848,11,9,1848,1,1,2,-9,0,0,7,3,1,5
198,"SIC",329,1,9,1848,11,9,1848,0,0,0,-9,0,0,0,1,1,5
199,"IND",750,2,11,1961,26,12,1962,1,1,1,-9,6,-9,20,5,1,5
199,"CHN",710,2,11,1961,26,12,1962,0,1,1,-9,5,-9,20,5,1,5
200,"FRN",220,2,8,1956,6,11,1956,0,0,0,-9,-9,-9,20,5,0,5
200,"UKG",200,31,7,1956,6,11,1956,0,0,0,-9,-9,-9,20,5,0,5
200,"USA",2,6,11,1956,6,11,1956,0,0,0,-9,0,0,8,3,0,5
200,"ISR",666,1,9,1955,6,11,1956,0,0,0,-9,6,-9,20,5,1,5
200,"EGY",651,1,9,1955,6,11,1956,1,1,2,-9,6,-9,20,5,1,5
200,"USR",365,5,11,1956,6,11,1956,1,0,0,-9,0,0,1,2,0,5
202,"FRN",220,14,4,1883,9,6,1885,0,1,2,-9,6,-9,20,5,1,5
202,"CHN",710,14,4,1883,9,6,1885,1,0,0,-9,6,-9,20,5,1,5
203,"CHN",710,23,6,1959,31,10,1961,0,1,1,-9,-9,-9,17,4,1,5
203,"IND",750,23,6,1959,31,10,1961,1,1,1,-9,-9,-9,17,4,1,5
207,"USA",2,-9,1,1858,8,6,1858,0,1,2,-9,0,0,7,3,1,5
207,"UKG",200,-9,1,1858,8,6,1858,1,0,0,-9,0,0,16,4,1,5
208,"USR",365,12,3,1953,31,3,1953,0,0,0,-9,0,0,16,4,0,5
208,"CZE",315,10,3,1953,31,3,1953,0,0,0,-9,0,0,16,4,1,5
208,"USA",2,10,3,1953,31,3,1953,1,0,0,-9,0,0,12,3,1,5
208,"UKG",200,12,3,1953,31,3,1953,1,0,0,-9,1,-9,7,3,0,5
210,"GMY",255,28,7,1936,29,3,1939,1,1,3,-9,4,-9,16,4,1,5
210,"ITA",325,28,7,1936,29,3,1939,1,1,3,-9,6,-9,16,4,1,5
210,"SPN",230,28,7,1936,29,3,1939,0,0,0,-9,-9,-9,16,4,1,5
210,"POR",235,1,8,1936,29,3,1939,1,0,0,-9,6,-9,16,4,0,5
211,"BEL",211,9,4,1920,9,4,1920,0,0,0,-9,0,0,3,2,0,5
211,"FRN",220,2,4,1920,16,7,1920,0,1,2,-9,0,0,14,4,1,5
211,"GMY",255,2,4,1920,16,7,1920,1,0,0,-9,0,0,7,3,1,5
212,"AUH",300,-9,3,1888,-9,3,1888,0,0,0,-9,0,0,7,3,0,5
212,"ITA",325,-9,2,1888,-9,3,1888,0,0,0,-9,0,0,7,3,1,5
212,"FRN",220,-9,2,1888,-9,3,1888,1,1,2,-9,0,0,7,3,1,5
212,"UKG",200,-9,2,1888,-9,3,1888,0,0,0,-9,0,0,7,3,1,5
217,"FRN",220,-9,8,1840,27,11,1840,1,1,2,-9,0,0,7,3,1,5
217,"GMY",255,-9,8,1840,27,11,1840,0,0,0,-9,0,0,0,1,1,5
217,"USR",365,-9,8,1840,27,11,1840,0,0,0,-9,0,0,0,1,1,5
217,"UKG",200,-9,8,1840,27,11,1840,0,0,0,-9,0,0,0,1,1,5
217,"AUH",300,-9,8,1840,27,11,1840,0,0,0,-9,0,0,0,1,1,5
220,"ITA",325,22,8,1870,5,10,1870,1,0,0,-9,0,0,7,3,0,5
220,"CHN",710,25,7,1870,5,10,1870,0,0,0,-9,0,0,10,3,1,5
220,"FRN",220,25,7,1870,5,10,1870,1,1,2,-9,0,0,7,3,1,5
220,"USA",2,22,8,1870,5,10,1870,1,0,0,-9,0,0,7,3,0,5
224,"FRN",220,4,11,1865,24,11,1865,1,1,2,-9,0,0,7,3,1,5
224,"UKG",200,4,11,1865,24,11,1865,1,1,2,-9,0,0,7,3,1,5
224,"JPN",740,4,11,1865,24,11,1865,0,0,0,-9,0,0,0,1,1,5
224,"NTH",210,4,11,1865,24,11,1865,1,1,2,-9,0,0,7,3,1,5
225,"UKG",200,7,11,1861,26,12,1861,0,0,0,-9,0,0,7,3,1,5
225,"USA",2,7,11,1861,26,12,1861,1,1,2,-9,0,0,15,4,1,5
227,"UKG",200,27,8,1861,21,9,1861,0,0,0,-9,0,0,7,3,0,5
227,"JPN",740,13,3,1861,21,9,1861,0,0,0,-9,2,-9,7,3,1,5
227,"USR",365,13,3,1861,21,9,1861,1,1,1,-9,0,0,14,4,1,5
228,"TUR",640,-9,3,1881,-9,8,1881,1,1,2,-9,0,0,7,3,1,5
228,"FRN",220,-9,3,1881,-9,8,1881,0,0,0,-9,0,0,1,2,1,5
230,"ITA",325,29,4,1919,13,3,1921,1,1,1,-9,-9,-9,14,4,1,5
230,"TUR",640,29,4,1919,13,3,1921,0,0,0,-9,-9,-9,16,4,1,5
231,"AUH",300,26,4,1849,25,5,1849,1,1,2,-9,0,0,16,4,1,5
231,"TUS",337,26,4,1849,25,5,1849,0,0,0,-9,0,0,0,1,1,5
235,"FRN",220,4,7,1940,7,7,1940,0,0,0,-9,-9,-9,21,5,1,5
235,"UKG",200,4,7,1940,7,7,1940,1,1,2,-9,-9,-9,17,4,1,5
236,"FRN",220,6,10,1849,13,11,1849,1,0,0,-9,0,0,7,3,1,5
236,"USR",365,6,10,1849,13,11,1849,0,1,2,-9,0,0,1,2,1,5
236,"UKG",200,6,10,1849,13,11,1849,1,0,0,-9,0,0,7,3,1,5
236,"TUR",640,1,11,1849,13,11,1849,1,0,0,-9,0,0,0,1,0,5
237,"UKG",200,28,12,1899,15,1,1900,1,1,2,-9,0,0,15,4,1,5
237,"GMY",255,28,12,1899,15,1,1900,0,0,0,-9,0,0,0,1,1,5
238,"GUA",90,10,5,1913,14,5,1913,0,0,0,-9,0,0,0,1,1,5
238,"UKG",200,10,5,1913,14,5,1913,1,1,2,-9,0,0,7,3,1,5
241,"USR",365,5,5,1923,11,6,1923,1,1,2,-9,0,0,15,4,1,5
241,"UKG",200,5,5,1923,11,6,1923,0,0,0,-9,0,0,7,3,1,5
242,"UKG",200,21,10,1904,5,11,1904,0,1,2,-9,0,0,8,3,1,5
242,"USR",365,21,10,1904,5,11,1904,1,0,0,-9,0,0,16,4,1,5
246,"USR",365,9,7,1960,26,4,1961,1,0,0,-9,0,0,1,2,0,5
246,"USA",2,22,4,1960,26,4,1961,0,1,3,-9,0,0,7,3,1,5
246,"CUB",40,22,4,1960,26,4,1961,1,0,0,-9,0,0,16,4,1,5
247,"DOM",42,-9,1,1905,-9,1,1905,0,0,0,-9,0,0,0,1,1,5
247,"USA",2,-9,1,1905,-9,1,1905,1,1,2,-9,0,0,7,3,1,5
248,"UKG",200,31,1,1932,13,2,1932,1,1,2,-9,0,0,7,3,1,5
248,"JPN",740,31,1,1932,13,2,1932,0,0,0,-9,0,0,0,1,1,5
248,"USA",2,31,1,1932,13,2,1932,1,1,2,-9,0,0,7,3,1,5
249,"USA",2,-9,5,1910,-9,5,1910,1,1,3,-9,0,0,7,3,1,5
249,"NIC",93,-9,5,1910,-9,5,1910,0,0,0,-9,0,0,0,1,1,5
252,"USA",2,15,4,1946,4,10,1946,0,0,0,-9,0,0,7,3,0,5
252,"USR",365,4,12,1945,4,10,1946,1,1,1,-9,0,0,7,3,1,5
252,"TUR",640,4,12,1945,4,10,1946,0,0,0,-9,0,0,10,3,1,5
253,"JPN",740,8,5,1960,8,5,1960,1,0,0,-9,0,0,0,1,0,5
253,"TUR",640,8,5,1960,30,5,1960,1,0,0,-9,0,0,0,1,0,5
253,"PAK",770,8,5,1960,30,5,1960,1,0,0,-9,0,0,0,1,0,5
253,"NOR",385,8,5,1960,30,5,1960,1,0,0,-9,0,0,0,1,0,5
253,"USA",2,1,5,1960,18,7,1960,1,0,0,-9,0,0,12,3,1,5
253,"USR",365,1,5,1960,18,7,1960,0,1,2,-9,0,0,16,4,1,5
254,"GMY",255,7,12,1902,19,2,1903,1,1,2,-9,0,0,16,4,0,5
254,"USA",2,8,12,1902,19,2,1903,0,0,0,-9,0,0,7,3,0,5
254,"VEN",101,23,7,1902,19,2,1903,0,0,0,-9,-9,-9,15,4,1,5
254,"ITA",325,16,12,1902,19,2,1903,1,1,2,-9,0,0,13,4,0,5
254,"UKG",200,23,7,1902,19,2,1903,1,1,2,-9,0,0,16,4,1,5
256,"UKG",200,1,11,1873,10,11,1873,0,0,0,-9,0,0,7,3,0,5
256,"SPN",230,31,10,1873,10,11,1873,1,1,2,-9,0,0,15,4,1,5
256,"USA",2,31,10,1873,10,11,1873,0,0,0,-9,0,0,1,2,1,5
257,"BUL",355,14,10,1915,29,9,1918,1,0,0,-9,6,-9,20,5,0,5
257,"YUG",345,23,7,1914,11,11,1918,0,0,0,-9,6,-9,20,5,1,5
257,"UKG",200,26,7,1914,11,11,1918,0,0,0,-9,6,-9,20,5,0,5
257,"TUR",640,2,9,1914,11,11,1918,1,0,0,-9,6,-9,20,5,0,5
257,"USR",365,25,7,1914,15,12,1917,0,0,0,-9,6,-9,20,5,0,5
257,"ITA",325,23,5,1915,11,11,1918,0,0,0,-9,6,-9,20,5,0,5
257,"AUH",300,23,7,1914,3,11,1918,1,1,2,-9,6,-9,20,5,1,5
257,"POR",235,10,3,1916,11,11,1918,0,0,0,-9,6,-9,20,5,0,5
257,"JPN",740,23,8,1914,11,11,1918,0,0,0,-9,4,-9,20,5,0,5
257,"USA",2,17,4,1917,11,11,1918,0,0,0,-9,6,-9,20,5,0,5
257,"GRC",350,29,6,1917,11,11,1918,0,0,0,-9,6,-9,20,5,0,5
257,"FRN",220,25,7,1914,11,11,1918,0,0,0,-9,6,-9,20,5,0,5
257,"BEL",211,2,8,1914,11,11,1918,0,0,0,-9,6,-9,20,5,0,5
257,"RUM",360,27,8,1916,9,12,1917,0,0,0,-9,6,-9,20,5,0,5
257,"GMY",255,25,7,1914,11,11,1918,1,0,0,-9,6,-9,20,5,0,5
258,"FRN",220,31,3,1939,22,6,1940,1,0,0,-9,6,-9,20,5,0,5
258,"FIN",375,20,9,1944,7,5,1945,1,0,0,-9,6,-9,20,5,0,5
258,"ITA",325,10,6,1940,2,9,1943,0,1,1,-9,6,-9,20,5,0,5
258,"FIN",375,25,6,1941,19,9,1944,0,0,0,-9,6,-9,20,5,0,5
258,"FRN",220,23,10,1944,14,8,1945,1,0,0,-9,6,-9,20,5,0,5
258,"GRC",350,25,10,1940,23,4,1941,1,0,0,-9,6,-9,20,5,0,5
258,"USR",365,17,9,1939,29,9,1939,0,0,0,-9,4,-9,20,5,0,5
258,"GMY",255,25,3,1939,7,5,1945,0,1,1,-9,6,-9,20,5,1,5
258,"AUL",900,3,9,1939,14,8,1945,1,0,0,-9,6,-9,20,5,0,5
258,"NOR",385,9,4,1940,9,6,1940,1,0,0,-9,6,-9,20,5,0,5
258,"CHN",710,7,12,1941,14,8,1945,1,0,0,-9,6,-9,20,5,0,5
258,"UKG",200,31,3,1939,14,8,1945,1,0,0,-9,6,-9,20,5,0,5
258,"BUL",355,6,9,1944,7,5,1945,1,0,0,-9,6,-9,20,5,0,5
258,"HUN",310,27,6,1941,20,1,1945,0,0,0,-9,6,-9,20,5,0,5
258,"MON",712,10,8,1945,14,8,1945,1,0,0,-9,6,-9,20,5,0,5
258,"RUM",360,9,9,1944,7,5,1945,1,0,0,-9,6,-9,20,5,0,5
258,"JPN",740,7,12,1941,14,8,1945,0,1,1,-9,6,-9,20,5,0,5
258,"POL",290,25,3,1939,27,9,1939,1,0,0,-9,6,-9,20,5,1,5
258,"ITA",325,18,10,1943,7,5,1945,1,0,0,-9,6,-9,20,5,0,5
258,"NEW",920,3,9,1939,14,8,1945,1,0,0,-9,6,-9,20,5,0,5
258,"USA",2,7,12,1941,14,8,1945,1,0,0,-9,6,-9,20,5,0,5
258,"SAF",560,6,9,1939,14,8,1945,1,0,0,-9,6,-9,20,5,0,5
258,"YUG",345,6,4,1941,17,4,1941,1,0,0,-9,6,-9,20,5,0,5
258,"BRA",140,6,7,1944,7,5,1945,1,0,0,-9,6,-9,20,5,0,5
258,"USR",365,22,6,1941,14,8,1945,1,0,0,-9,6,-9,20,5,0,5
258,"SPN",230,-9,8,1941,-9,1,1944,0,0,0,-9,5,-9,16,4,0,5
258,"BEL",211,25,8,1939,28,5,1940,1,0,0,-9,6,-9,20,5,0,5
258,"RUM",360,22,6,1941,23,8,1944,0,0,0,-9,6,-9,20,5,0,5
258,"BUL",355,13,12,1941,26,8,1944,0,0,0,-9,6,-9,20,5,0,5
258,"CAN",20,10,9,1939,14,8,1945,1,0,0,-9,6,-9,20,5,0,5
258,"ETH",530,24,1,1941,3,7,1941,1,0,0,-9,6,-9,20,5,0,5
258,"FRN",220,7,7,1940,14,7,1941,0,0,0,-9,6,-9,20,5,0,5
258,"NTH",210,10,5,1940,14,5,1940,1,0,0,-9,6,-9,20,5,0,5
259,"YAR",678,3,6,1956,6,9,1958,0,1,1,-9,-9,-9,17,4,1,5
259,"UKG",200,3,6,1956,6,9,1958,1,0,0,-9,-9,-9,17,4,1,5
260,"CHN",710,26,9,1914,25,5,1915,0,0,0,-9,0,0,0,1,1,5
260,"JPN",740,26,9,1914,25,5,1915,1,1,1,-9,0,0,14,4,1,5
261,"AUH",300,3,4,1865,26,7,1866,1,0,0,-9,6,-9,20,5,1,5
261,"SAX",269,19,3,1866,26,7,1866,1,0,0,-9,5,-9,20,5,0,5
261,"BAD",267,11,5,1866,26,7,1866,1,0,0,-9,2,-9,20,5,0,5
261,"WRT",271,11,5,1866,26,7,1866,1,0,0,-9,2,-9,20,5,0,5
261,"GMY",255,3,4,1865,26,7,1866,0,1,1,-9,6,-9,20,5,1,5
261,"MEC",280,20,6,1866,26,7,1866,0,0,0,-9,2,-9,20,5,0,5
261,"HAN",240,5,5,1866,26,7,1866,1,0,0,-9,4,-9,20,5,0,5
261,"HSE",273,11,5,1866,26,7,1866,1,0,0,-9,2,-9,20,5,0,5
261,"BAV",245,31,3,1866,26,7,1866,1,0,0,-9,4,-9,20,5,0,5
261,"ITA",325,25,3,1866,26,7,1866,0,0,0,-9,2,-9,20,5,0,5
261,"HSG",275,11,5,1866,26,7,1866,1,0,0,-9,2,-9,20,5,0,5
262,"USR",365,5,9,1944,5,9,1944,1,1,2,0,0,0,18,4,1,5
262,"BUL",355,5,9,1944,5,9,1944,0,0,0,0,0,0,0,1,1,5
301,"USA",2,-9,11,1835,-9,12,1835,0,1,2,-9,0,0,8,3,1,5
301,"FRN",220,-9,11,1835,-9,12,1835,1,0,0,-9,0,0,7,3,1,5
304,"USR",365,20,4,1854,22,11,1854,0,0,0,-9,0,0,7,3,1,5
304,"AUH",300,20,4,1854,22,11,1854,1,1,2,-9,0,0,7,3,1,5
306,"ITA",325,17,9,1860,19,1,1861,0,0,0,-9,-9,-9,0,1,1,5
306,"FRN",220,17,9,1860,19,1,1861,1,1,2,-9,-9,-9,7,3,1,5
307,"USR",365,6,5,1877,13,6,1878,0,0,0,-9,0,0,1,2,1,5
307,"UKG",200,6,5,1877,13,6,1878,1,1,2,-9,0,0,7,3,1,5
309,"UKG",200,25,3,1898,1,4,1898,1,1,2,-9,0,0,7,3,1,5
309,"CHN",710,25,3,1898,1,4,1898,0,0,0,-9,0,0,0,1,1,5
310,"FRN",220,-9,10,1905,-9,12,1905,1,1,2,-9,0,0,7,3,1,5
310,"VEN",101,-9,10,1905,-9,12,1905,0,0,0,-9,0,0,0,1,1,5
311,"ITA",325,2,4,1908,20,4,1908,1,0,0,-9,0,0,7,3,1,5
311,"TUR",640,2,4,1908,20,4,1908,0,1,2,-9,0,0,0,1,1,5
312,"TUR",640,-9,11,1910,28,12,1910,1,1,2,-9,0,0,15,4,1,5
312,"ITA",325,-9,11,1910,28,12,1910,0,0,0,-9,0,0,7,3,1,5
313,"UKG",200,15,3,1910,14,10,1910,1,1,2,-9,0,0,7,3,1,5
313,"IRN",630,15,3,1910,14,10,1910,0,0,0,-9,0,0,0,1,1,5
314,"AUH",300,2,10,1911,15,10,1911,1,1,2,-9,0,0,7,3,1,5
314,"ITA",325,2,10,1911,15,10,1911,0,0,0,-9,0,0,0,1,1,5
315,"FRN",220,1,7,1911,11,10,1911,0,0,0,-9,0,0,0,1,1,5
315,"GMY",255,1,7,1911,11,10,1911,1,1,1,-9,0,0,7,3,1,5
315,"UKG",200,21,7,1911,21,7,1911,0,0,0,-9,0,0,1,2,0,5
316,"ITA",325,16,1,1912,27,1,1912,1,1,2,-9,0,0,15,4,1,5
316,"FRN",220,16,1,1912,27,1,1912,0,0,0,-9,0,0,1,2,1,5
317,"TUR",640,31,3,1913,31,3,1913,0,0,0,-9,0,0,0,1,0,5
317,"USR",365,2,11,1912,31,3,1913,1,1,2,-9,0,0,7,3,1,5
317,"BUL",355,2,11,1912,31,3,1913,0,0,0,-9,0,0,0,1,1,5
320,"ITA",325,25,8,1914,23,5,1915,1,0,0,-9,0,0,21,5,1,5
320,"TUR",640,12,1,1915,23,5,1915,0,0,0,-9,0,0,0,1,0,5
320,"GMY",255,20,10,1914,23,5,1915,0,0,0,-9,0,0,16,4,0,5
320,"AUH",300,25,8,1914,23,5,1915,0,0,0,-9,0,0,7,3,1,5
321,"USA",2,10,3,1916,5,2,1917,1,0,0,-9,-9,-9,17,4,1,5
321,"MEX",70,10,3,1916,5,2,1917,0,0,0,-9,-9,-9,17,4,1,5
322,"USA",2,13,5,1916,29,11,1916,1,1,2,-9,-9,-9,14,4,1,5
322,"DOM",42,13,5,1916,29,11,1916,0,0,0,-9,-9,-9,0,1,1,5
323,"FRN",220,6,6,1916,27,6,1917,1,1,2,-9,1,-9,13,4,1,5
323,"GRC",350,6,6,1916,27,6,1917,0,0,0,-9,1,-9,17,4,1,5
323,"UKG",200,6,6,1916,27,6,1917,1,1,2,-9,1,-9,13,4,1,5
324,"GMY",255,27,11,1916,29,6,1917,1,0,0,-9,-9,-9,0,1,0,5
324,"GRC",350,7,3,1915,29,6,1917,0,0,0,-9,-9,-9,21,5,1,5
324,"TUR",640,16,1,1916,29,6,1917,1,0,0,-9,0,0,0,1,0,5
324,"BUL",355,7,3,1915,29,6,1917,1,1,2,-9,-9,-9,17,4,1,5
327,"TUR",640,16,3,1920,23,8,1920,0,0,0,-9,0,0,0,1,1,5
327,"ITA",325,16,3,1920,23,8,1920,1,1,2,-9,0,0,14,4,1,5
327,"UKG",200,16,3,1920,23,8,1920,1,1,2,-9,0,0,14,4,1,5
327,"FRN",220,16,3,1920,23,8,1920,1,1,2,-9,0,0,14,4,1,5
328,"FRN",220,16,9,1922,11,10,1922,1,1,2,-9,0,0,14,4,1,5
328,"ITA",325,16,9,1922,11,10,1922,1,1,2,-9,0,0,14,4,1,5
328,"TUR",640,16,9,1922,24,7,1923,0,0,0,-9,0,0,0,1,1,5
328,"UKG",200,16,9,1922,24,7,1923,1,1,2,-9,0,0,14,4,1,5
336,"ITA",325,30,8,1937,30,8,1937,1,1,2,-9,0,0,16,4,1,5
336,"USR",365,30,8,1937,30,8,1937,0,0,0,-9,0,0,0,1,1,5
337,"UKG",200,14,12,1938,20,6,1940,0,1,1,2,0,0,15,4,1,5
337,"JPN",740,14,12,1938,20,6,1940,1,1,2,-9,0,0,13,4,1,5
337,"FRN",220,14,12,1938,20,6,1940,0,0,0,-9,0,0,0,1,1,5
339,"USA",2,2,4,1940,7,12,1941,1,1,2,-9,0,0,17,4,1,5
339,"JPN",740,2,4,1940,7,12,1941,0,0,0,-9,0,0,21,5,1,5
343,"CHN",710,2,10,1966,7,6,1968,1,1,1,-9,1,-9,17,4,1,5
343,"USR",365,2,10,1966,7,6,1968,0,1,1,-9,1,-9,17,4,1,5
345,"ISR",666,23,5,1967,19,6,1967,0,0,0,-9,0,0,0,1,1,5
345,"USR",365,23,5,1967,19,6,1967,1,1,2,-9,0,0,1,2,1,5
345,"USA",2,10,6,1967,19,6,1967,0,0,0,-9,0,0,7,3,0,5
346,"BUL",355,16,7,1968,12,11,1968,1,1,2,-9,0,0,14,4,0,5
346,"USR",365,23,4,1968,12,11,1968,1,1,2,-9,0,0,14,4,1,5
346,"GDR",265,16,7,1968,12,11,1968,1,1,2,-9,0,0,14,4,0,5
346,"POL",290,10,5,1968,12,11,1968,1,1,2,-9,0,0,14,4,0,5
346,"CZE",315,23,4,1968,12,11,1968,0,0,0,-9,0,0,0,1,1,5
346,"HUN",310,16,7,1968,12,11,1968,1,1,2,-9,0,0,14,4,0,5
347,"USA",2,23,1,1968,22,12,1968,0,0,0,-9,0,0,10,3,1,5
347,"PRK",731,23,1,1968,22,12,1968,1,1,2,-9,0,0,15,4,1,5
349,"USR",365,2,3,1969,13,12,1969,0,1,1,-9,2,-9,17,4,1,5
349,"CHN",710,2,3,1969,13,12,1969,1,1,1,-9,3,-9,17,4,1,5
350,"PER",135,14,2,1969,17,5,1969,1,1,2,-9,0,0,15,4,1,5
350,"USA",2,14,2,1969,17,5,1969,0,0,0,-9,0,0,0,1,1,5
352,"CHN",710,1,1,1969,7,11,1969,1,1,2,-9,-9,-9,17,4,1,5
