"YearBuilt","YearRemodeled","Condition","NumStories","FinSqFt","Bedroom","FullBath","HalfBath","TotalRooms","LotSize","TotalValue","City"
2012,NA,"Average",2,3096,3,3,1,8,4.686,929300,"EARLYSVILLE"
1996,NA,"Good",2,4021,4,4,1,8,4.629,994400,"EARLYSVILLE"
1998,NA,"Good",1.7,3644,4,4,1,11,4.14,962600,"EARLYSVILLE"
2005,NA,"Average",1.3,3267,3,3,1,10,4.608,922200,"EARLYSVILLE"
1999,NA,"Average",2,3968,4,4,0,10,23.595,797000,"EARLYSVILLE"
1996,NA,"Average",1.7,3200,4,4,1,8,2.889,707100,"EARLYSVILLE"
1999,NA,"Average",1.5,2810,4,4,1,9,3.952,678400,"EARLYSVILLE"
1996,NA,"Average",1.5,2728,3,3,1,10,4.75,685300,"EARLYSVILLE"
2004,NA,"Average",1.7,3573,4,4,1,14,3.987,769800,"EARLYSVILLE"
1998,NA,"Average",2,3936,4,3,1,13,2.567,660000,"EARLYSVILLE"
1996,NA,"Average",2,3433,4,4,1,14,3.758,676200,"EARLYSVILLE"
1996,NA,"Average",1.5,3090,3,2,1,8,5.838,685000,"EARLYSVILLE"
2002,NA,"Average",1,2174,3,3,1,8,4.216,735800,"EARLYSVILLE"
1996,NA,"Good",1.3,3055,3,3,1,8,2.219,776800,"EARLYSVILLE"
1996,NA,"Good",1.5,2861,4,3,1,12,2.2,620700,"EARLYSVILLE"
1999,NA,"Good",1.5,2001,3,2,1,7,5.154,442400,"EARLYSVILLE"
1965,NA,"Fair",1,1276,3,2,0,6,2.4,249300,"EARLYSVILLE"
2006,NA,"Average",2,1920,3,2,1,7,7.07,392000,"EARLYSVILLE"
1969,NA,"Fair",1,1210,5,2,1,10,2.181,246400,"EARLYSVILLE"
1978,NA,"Good",1.3,975,3,1,1,6,2.07,241700,"EARLYSVILLE"
2007,NA,"Good",1,2296,3,3,0,9,3,572100,"EARLYSVILLE"
1974,2003,"Good",1.5,3083,4,3,1,7,16.304,856800,"EARLYSVILLE"
1989,NA,"Good",1.5,1843,3,3,0,5,10,534800,"EARLYSVILLE"
1996,NA,"Good",1,1734,3,3,0,10,2.001,482000,"EARLYSVILLE"
1967,NA,"Fair",1,1542,3,2,1,6,2.01,252300,"EARLYSVILLE"
1992,NA,"Average",1.5,2048,3,2,0,6,2.73,318000,"EARLYSVILLE"
1967,NA,"Good",1,1809,4,3,0,11,3.16,401900,"EARLYSVILLE"
1975,NA,"Good",1,1800,3,2,1,9,1.971,273100,"EARLYSVILLE"
1967,NA,"Fair",1,1170,3,1,1,6,5,311100,"EARLYSVILLE"
1967,NA,"Fair",1,1485,5,3,0,12,4.53,315800,"EARLYSVILLE"
1968,NA,"Average",1,1908,3,2,1,7,4.54,362300,"EARLYSVILLE"
1960,NA,"Average",2,4823,3,4,1,6,107.73,1812500,"EARLYSVILLE"
1961,NA,"Good",1,2461,3,3,1,7,3.439,748200,"EARLYSVILLE"
1967,NA,"Fair",1,1269,3,2,0,5,2.01,240700,"EARLYSVILLE"
1970,NA,"Average",1.3,5830,5,3,3,8,4.509,872100,"EARLYSVILLE"
1981,NA,"Average",2,3216,4,3,1,9,5.09,488000,"EARLYSVILLE"
1985,NA,"Good",1,938,2,2,0,7,5.01,380900,"EARLYSVILLE"
1987,NA,"Good",1.7,2825,4,3,0,9,5.01,562800,"EARLYSVILLE"
1988,NA,"Good",1.3,2755,6,3,1,10,5.03,571200,"EARLYSVILLE"
1988,NA,"Fair",1.7,2128,4,2,1,8,5.34,335000,"EARLYSVILLE"
1984,NA,"Average",1.5,2982,3,4,0,7,5.53,464900,"EARLYSVILLE"
1979,1998,"Average",1.3,4516,3,3,1,9,43.393,1242100,"EARLYSVILLE"
2012,NA,"Average",1.5,3371,4,3,1,11,5,641400,"EARLYSVILLE"
1977,NA,"Good",2,2256,4,3,0,8,10.487,508000,"EARLYSVILLE"
1971,NA,"Average",1,1040,2,1,0,4,2.242,240900,"EARLYSVILLE"
2004,NA,"Average",1.5,2951,5,4,1,12,4.42,655300,"EARLYSVILLE"
1930,NA,"Poor",1.5,1512,3,1,1,6,2.187,147900,"EARLYSVILLE"
1963,NA,"Average",1,1092,3,1,0,5,29.06,541800,"EARLYSVILLE"
1959,NA,"Fair",1,1524,3,2,0,7,5,280300,"EARLYSVILLE"
1987,NA,"Average",1,1056,3,1,1,6,5,216100,"EARLYSVILLE"
1993,NA,"Average",1.9,1600,3,2,1,7,5.035,270900,"EARLYSVILLE"
1963,NA,"Average",1,1092,3,2,0,6,6.21,336400,"EARLYSVILLE"
1902,NA,"Fair",2,3486,3,3,0,7,1.01,364800,"EARLYSVILLE"
1977,NA,"Average",2,2860,5,5,0,12,4.48,593400,"EARLYSVILLE"
1974,NA,"Average",1,1248,4,2,0,10,3.386,250700,"EARLYSVILLE"
1977,NA,"Average",1,1338,5,2,0,10,6.788,416200,"EARLYSVILLE"
1989,NA,"Average",1.5,1868,3,2,2,7,3.299,371700,"EARLYSVILLE"
1900,1975,"Average",2,2103,3,1,0,6,2,226100,"EARLYSVILLE"
1955,NA,"Average",1.3,1616,4,2,0,6,2.01,255300,"EARLYSVILLE"
2008,NA,"Average",2,2160,3,2,1,6,2.35,307000,"EARLYSVILLE"
1960,NA,"Fair",1,1551,4,1,0,7,2.035,255700,"EARLYSVILLE"
1981,NA,"Average",3,1776,4,2,0,8,2.7,313100,"EARLYSVILLE"
1994,NA,"Average",1,1282,2,2,0,7,4.18,352000,"EARLYSVILLE"
1982,NA,"Good",1.5,3162,3,3,0,10,4.21,707900,"EARLYSVILLE"
1984,NA,"Average",1.5,2012,4,3,0,9,4.37,519700,"EARLYSVILLE"
1983,2008,"Good",1.7,3248,4,3,0,10,4.34,633000,"EARLYSVILLE"
1984,NA,"Average",1.9,3449,3,3,0,8,3.37,493400,"EARLYSVILLE"
1986,NA,"Average",1.5,2258,3,2,0,7,2.69,411100,"EARLYSVILLE"
1982,NA,"Average",2,2754,3,2,1,7,3.78,496400,"EARLYSVILLE"
1996,NA,"Average",2,2936,5,4,1,9,2.72,518100,"EARLYSVILLE"
1979,NA,"Average",2,3040,4,3,0,8,3.032,467000,"EARLYSVILLE"
1996,NA,"Average",1,2012,3,2,0,4,3.197,354300,"EARLYSVILLE"
1979,NA,"Average",1.5,2558,5,3,1,11,3.672,408600,"EARLYSVILLE"
2006,NA,"Fair",1,1664,3,2,0,6,22,279000,"EARLYSVILLE"
1979,NA,"Good",1.7,1658,3,2,1,6,3.73,352200,"EARLYSVILLE"
1979,NA,"Average",1.7,2088,3,3,1,7,3.443,441900,"EARLYSVILLE"
1990,NA,"Average",1,1576,3,2,1,7,3.083,357200,"EARLYSVILLE"
1980,2008,"Good",1,1450,3,3,0,6,2.671,363700,"EARLYSVILLE"
1998,NA,"Average",1.5,1716,4,2,0,7,2.412,234200,"EARLYSVILLE"
1980,NA,"Average",1,1815,4,2,0,9,3.789,375300,"EARLYSVILLE"
1979,NA,"Good",1,1904,3,2,0,7,3.775,368600,"EARLYSVILLE"
1989,NA,"Good",1.5,1896,3,2,0,6,2.94,360300,"EARLYSVILLE"
1979,NA,"Average",1.7,1820,4,2,1,8,2.666,352500,"EARLYSVILLE"
1985,NA,"Good",2,1728,3,2,0,6,3.242,361400,"EARLYSVILLE"
1988,NA,"Average",1,1330,4,3,0,8,3.639,360100,"EARLYSVILLE"
1989,NA,"Average",2,2860,4,3,0,8,3.488,530600,"EARLYSVILLE"
1995,NA,"Average",1.9,2168,4,2,1,8,3.261,437600,"EARLYSVILLE"
1955,NA,"Fair",1,1623,2,1,0,5,2,275500,"EARLYSVILLE"
2014,NA,"Average",1,3328,3,3,1,8,3.101,646700,"EARLYSVILLE"
1993,NA,"Average",1,2481,3,2,1,7,3.029,558000,"EARLYSVILLE"
1991,NA,"Average",1.5,2456,3,2,1,7,5.04,340100,"EARLYSVILLE"
1991,NA,"Good",1,1596,3,3,0,6,5,322700,"EARLYSVILLE"
1981,NA,"Average",1.3,1500,3,2,0,5,6.74,199800,"EARLYSVILLE"
2003,NA,"Average",1.9,1880,4,2,1,8,5.05,305800,"EARLYSVILLE"
1989,NA,"Average",1,2413,3,2,0,6,2.377,432900,"EARLYSVILLE"
1988,NA,"Average",2,1972,4,2,1,8,2.33,351600,"EARLYSVILLE"
1988,NA,"Average",2,1774,3,2,1,7,2.07,325200,"EARLYSVILLE"
1992,NA,"Good",2,2198,5,3,1,7,2.1,356800,"EARLYSVILLE"
1989,NA,"Average",2,1858,3,3,1,7,2.12,360700,"EARLYSVILLE"
1999,NA,"Average",1.5,2990,4,3,1,12,2.29,471100,"EARLYSVILLE"
1990,NA,"Average",2,2080,3,2,1,7,2.15,348600,"EARLYSVILLE"
1989,NA,"Average",2,2029,3,2,1,7,2.98,377100,"EARLYSVILLE"
1998,NA,"Average",2,2192,3,2,1,6,4.408,355100,"EARLYSVILLE"
1999,NA,"Average",1.7,2162,3,3,1,10,2.706,476200,"EARLYSVILLE"
1996,NA,"Average",1.7,2353,3,2,1,7,2.68,385500,"EARLYSVILLE"
1998,NA,"Average",1.5,1893,3,2,1,7,2.13,367300,"EARLYSVILLE"
1995,NA,"Average",2,2308,4,3,1,11,2.16,382900,"EARLYSVILLE"
1997,NA,"Average",1.5,2278,4,3,1,8,2.81,419000,"EARLYSVILLE"
1990,NA,"Average",1.9,2476,3,4,0,6,2.16,391700,"EARLYSVILLE"
1999,NA,"Average",2,2466,4,2,1,8,2.64,356300,"EARLYSVILLE"
1998,NA,"Average",1.9,1987,4,3,1,9,2.23,328300,"EARLYSVILLE"
1998,NA,"Average",1,1835,4,3,1,9,2.25,392900,"EARLYSVILLE"
1990,NA,"Average",1.9,1996,4,2,1,8,5.05,363300,"EARLYSVILLE"
1989,NA,"Average",1.7,2689,4,2,1,8,2.85,466100,"EARLYSVILLE"
1986,NA,"Average",1.9,1948,4,3,1,8,2.13,363400,"EARLYSVILLE"
1986,NA,"Average",2,2779,4,2,1,8,2.08,384200,"EARLYSVILLE"
1989,NA,"Average",1,1456,3,3,0,8,2.07,330700,"EARLYSVILLE"
1998,NA,"Good",2,1954,4,3,1,9,2.11,392500,"EARLYSVILLE"
1988,NA,"Average",1,1998,3,2,1,7,2.076,335800,"EARLYSVILLE"
2006,NA,"Good",1,3205,3,3,1,10,3.091,742100,"EARLYSVILLE"
2004,NA,"Average",1.9,5152,5,4,2,10,47.504,1860800,"EARLYSVILLE"
2013,NA,"Average",2,3364,5,4,1,11,4.241,671200,"EARLYSVILLE"
2016,NA,"Average",1.14,3890,3,3,1,10,7.01,1775900,"EARLYSVILLE"
2011,NA,"Average",1.5,4139,5,3,1,12,3.254,716000,"EARLYSVILLE"
2006,NA,"Average",1.7,3399,4,3,1,10,3.92,680200,"EARLYSVILLE"
2013,NA,"Average",1.5,2660,3,3,2,9,3.337,649800,"EARLYSVILLE"
2005,NA,"Good",1.7,2960,4,3,1,10,3.392,634300,"EARLYSVILLE"
2009,NA,"Average",1.7,4314,4,3,1,12,2.238,982900,"EARLYSVILLE"
2014,NA,"Average",1.7,4246,3,3,1,8,21.76,1234800,"EARLYSVILLE"
2007,NA,"Average",2,4301,3,3,1,9,3.544,1098600,"EARLYSVILLE"
2010,NA,"Average",1.3,3111,3,3,2,12,21.06,1613500,"EARLYSVILLE"
2007,NA,"Average",1.4,4105,5,5,1,15,3.322,1047300,"EARLYSVILLE"
2006,NA,"Average",1,4987,4,6,1,13,3.166,1975300,"EARLYSVILLE"
2018,NA,"Average",1.38,4078,4,3,1,8,4.483,1221800,"EARLYSVILLE"
2006,NA,"Average",1.3,3303,4,3,1,11,3.098,788400,"EARLYSVILLE"
2013,NA,"Average",2,3539,4,3,1,9,3.185,895600,"EARLYSVILLE"
2008,NA,"Average",1.3,4842,3,3,0,8,24.3,2205200,"EARLYSVILLE"
2008,NA,"Average",1,4041,4,3,2,11,7.171,1169900,"EARLYSVILLE"
2013,NA,"Average",1.7,3684,4,2,1,11,4.027,653900,"EARLYSVILLE"
2007,NA,"Average",1.7,3614,5,4,1,10,24.024,857300,"EARLYSVILLE"
2015,NA,"Average",1.7,4978,4,3,2,11,2.4,1142600,"EARLYSVILLE"
2005,NA,"Average",1.3,3246,3,4,0,9,2.529,731700,"EARLYSVILLE"
2007,NA,"Average",2,3813,5,5,2,11,3.002,802500,"EARLYSVILLE"
2004,NA,"Average",1.5,3528,4,4,1,8,3.013,775200,"EARLYSVILLE"
2019,NA,"Average",1.1,2926,4,2,1,8,4.014,740500,"EARLYSVILLE"
2014,NA,"Average",1,3229,3,3,1,12,2.826,930000,"EARLYSVILLE"
1930,NA,"Poor",1,880,2,1,0,4,4.16,113600,"EARLYSVILLE"
2008,NA,"Average",1,1550,3,2,0,6,2,165000,"EARLYSVILLE"
2019,NA,"Average",2,3029,5,3,1,10,30,623100,"EARLYSVILLE"
2021,NA,"Average",1,2070,3,3,0,8,62.87,421800,"EARLYSVILLE"
1990,NA,"Average",2,3570,4,2,1,9,21.18,757400,"EARLYSVILLE"
2006,NA,"Good",1,2416,3,3,0,7,2.47,493700,"EARLYSVILLE"
1999,NA,"Average",1,1352,3,2,0,5,22.1,334100,"EARLYSVILLE"
1968,NA,"Very Poor",1,798,3,1,0,5,5,135000,"EARLYSVILLE"
1980,NA,"Average",1,1392,4,3,0,8,3.121,264100,"EARLYSVILLE"
1978,NA,"Fair",1,1316,2,2,0,5,3.121,221600,"EARLYSVILLE"
1963,NA,"Fair",1,754,2,0,0,4,3,73300,"EARLYSVILLE"
1970,NA,"Very Poor",1,846,3,1,0,5,2,96500,"EARLYSVILLE"
1975,NA,"Fair",1,1343,3,1,0,7,2,150900,"EARLYSVILLE"
1954,NA,"Average",2,1680,3,2,0,7,2.001,244300,"EARLYSVILLE"
1995,NA,"Average",1.7,2110,4,3,0,7,6.39,416900,"EARLYSVILLE"
1987,NA,"Fair",1,1250,2,2,0,5,4.38,197900,"EARLYSVILLE"
1950,NA,"Average",1.5,1350,3,1,0,6,3.76,162100,"EARLYSVILLE"
1754,1985,"Fair",1.3,2808,4,2,0,8,5,217800,"EARLYSVILLE"
1964,1973,"Fair",1,1540,4,2,0,8,0.374,138300,"EARLYSVILLE"
2001,NA,"Average",1.7,3192,4,3,1,8,8.15,582100,"EARLYSVILLE"
2003,NA,"Average",1.5,2617,4,3,1,8,6.27,551600,"EARLYSVILLE"
2001,NA,"Average",1.7,2762,4,5,1,7,5.97,584300,"EARLYSVILLE"
2005,NA,"Average",1.7,3359,4,3,1,10,4.15,685900,"EARLYSVILLE"
2001,NA,"Average",2,2806,4,4,0,9,3.84,516400,"EARLYSVILLE"
2001,NA,"Average",1.3,3232,3,3,0,7,3.3,593700,"EARLYSVILLE"
2001,NA,"Good",2,2536,4,2,1,9,3.09,535700,"EARLYSVILLE"
2003,NA,"Average",2,2409,4,2,1,8,3.83,472700,"EARLYSVILLE"
2001,NA,"Average",1.5,2609,4,3,1,9,3.48,514800,"EARLYSVILLE"
2001,NA,"Average",2,2838,4,2,1,8,4.5,509900,"EARLYSVILLE"
2002,NA,"Average",1,2549,3,3,1,10,4.01,618900,"EARLYSVILLE"
2003,NA,"Average",1.9,3524,5,4,1,10,5.58,720900,"EARLYSVILLE"
2004,NA,"Average",2,2878,4,2,1,9,3.89,545600,"EARLYSVILLE"
2002,NA,"Average",2,2467,4,2,1,9,4.29,505900,"EARLYSVILLE"
2003,NA,"Average",2,2913,4,2,1,8,3.39,479500,"EARLYSVILLE"
2003,NA,"Average",2,3040,4,3,1,7,5.05,483600,"EARLYSVILLE"
2002,NA,"Average",1.3,2389,4,2,1,11,3.76,520100,"EARLYSVILLE"
2009,NA,"Average",1.7,6012,4,5,0,13,99.55,1521900,"EARLYSVILLE"
1902,NA,"Poor",1,1463,2,1,0,5,3,177500,"EARLYSVILLE"
2013,NA,"Average",1,2420,3,3,1,9,3.356,643600,"EARLYSVILLE"
2009,NA,"Good",2,3014,4,4,1,10,2.061,658800,"EARLYSVILLE"
2014,NA,"Average",1.5,3116,4,3,1,13,2.221,684500,"EARLYSVILLE"
2014,NA,"Average",1.3,2888,4,2,1,9,2.204,492300,"EARLYSVILLE"
2011,NA,"Average",2.3,2788,5,4,2,10,2.002,445300,"EARLYSVILLE"
1957,NA,"Fair",1,1200,4,1,0,7,3.521,164100,"EARLYSVILLE"
1993,NA,"Average",1,1056,3,1,1,6,2,210200,"EARLYSVILLE"
1986,NA,"Average",1,1220,4,3,0,9,2,223200,"EARLYSVILLE"
1989,NA,"Average",1.5,1855,4,3,1,9,2.7,368400,"EARLYSVILLE"
1988,NA,"Average",1,1385,4,2,0,8,2.01,334300,"EARLYSVILLE"
1987,NA,"Average",1,1643,5,3,0,10,2.01,361600,"EARLYSVILLE"
1988,NA,"Average",2,1466,4,3,1,9,2.2,295600,"EARLYSVILLE"
1988,NA,"Average",1.3,1406,3,2,0,5,3.17,306800,"EARLYSVILLE"
1990,NA,"Average",1,1584,3,3,0,6,2.01,358500,"EARLYSVILLE"
1979,NA,"Average",1,1421,3,3,0,7,2.16,300200,"EARLYSVILLE"
1950,NA,"Average",1,1103,3,1,0,6,3.55,243600,"EARLYSVILLE"
1997,NA,"Good",1,1378,3,2,0,6,2.56,289400,"EARLYSVILLE"
1972,NA,"Average",1,1578,3,2,0,7,2,295600,"EARLYSVILLE"
1875,NA,"Fair",1.7,2085,4,2,0,7,7.44,251000,"EARLYSVILLE"
1986,NA,"Fair",1.5,1158,2,1,0,4,2.01,175100,"EARLYSVILLE"
1974,NA,"Average",1,1269,4,2,0,7,2.407,283000,"EARLYSVILLE"
1975,NA,"Average",1,1269,3,2,1,7,3.395,290500,"EARLYSVILLE"
1974,NA,"Average",1,1319,3,2,0,7,3.737,284800,"EARLYSVILLE"
1975,NA,"Good",1,1323,3,3,0,9,3.572,294500,"EARLYSVILLE"
1975,NA,"Very Poor",1,1328,4,3,0,8,2.903,165900,"EARLYSVILLE"
1975,NA,"Good",1,1269,4,3,0,8,2.273,314700,"EARLYSVILLE"
1976,NA,"Average",1,1269,4,3,0,8,2.038,293500,"EARLYSVILLE"
1984,NA,"Good",1,1269,4,3,0,8,2.102,303300,"EARLYSVILLE"
1984,NA,"Average",1,1363,3,2,0,6,3.48,287800,"EARLYSVILLE"
1983,NA,"Average",1,1260,3,3,0,9,2.32,267700,"EARLYSVILLE"
1979,NA,"Average",1,1308,3,3,0,8,2.84,284900,"EARLYSVILLE"
1975,NA,"Average",1,1229,4,2,1,10,2.26,289300,"EARLYSVILLE"
1978,NA,"Good",1,1338,3,2,0,7,2,272600,"EARLYSVILLE"
1977,NA,"Good",1,1319,4,3,0,8,2.23,312100,"EARLYSVILLE"
1978,NA,"Good",1,1672,3,3,0,7,2.05,349200,"EARLYSVILLE"
1978,NA,"Good",1,2135,4,3,0,8,2.17,369200,"EARLYSVILLE"
1976,NA,"Good",1,1363,3,2,0,6,3.32,318800,"EARLYSVILLE"
1978,NA,"Good",1,1554,4,3,0,9,3.11,349900,"EARLYSVILLE"
1977,1992,"Good",1,1790,3,2,0,9,2.4,344900,"EARLYSVILLE"
1978,NA,"Good",1,1624,4,3,0,7,3.59,373200,"EARLYSVILLE"
1978,NA,"Average",1.7,1866,4,3,0,7,2.28,294900,"EARLYSVILLE"
1977,NA,"Average",1,2368,3,3,0,7,2,348200,"EARLYSVILLE"
1976,NA,"Fair",1,1323,3,2,0,7,2.02,248900,"EARLYSVILLE"
1910,NA,"Poor",1,916,3,1,0,4,0.75,54600,"EARLYSVILLE"
2015,NA,"Average",1,1892,3,2,0,8,8.01,523300,"EARLYSVILLE"
1985,NA,"Average",1,1723,3,2,0,6,4,273500,"EARLYSVILLE"
1800,NA,"Good",2,1200,2,1,0,5,3.884,333200,"EARLYSVILLE"
1959,NA,"Excellent",1,1008,3,1,0,6,1.004,266600,"EARLYSVILLE"
2008,NA,"Average",1,2145,4,3,0,9,3.015,537700,"EARLYSVILLE"
2005,NA,"Average",1.9,3686,5,4,1,11,78.95,874600,"EARLYSVILLE"
2006,NA,"Average",1.5,3236,4,4,1,14,2.382,657900,"EARLYSVILLE"
2004,NA,"Average",1.5,2932,5,3,0,10,2.218,480100,"EARLYSVILLE"
2005,NA,"Average",1.5,3015,4,3,1,9,3.02,550700,"EARLYSVILLE"
2004,NA,"Average",1.7,3019,4,4,1,9,3.263,623800,"EARLYSVILLE"
2005,NA,"Average",1.5,3446,4,3,1,9,5.869,650000,"EARLYSVILLE"
2005,NA,"Average",1.5,3419,4,3,1,10,5.1,629100,"EARLYSVILLE"
2005,NA,"Average",2,3902,4,3,1,9,6.97,693600,"EARLYSVILLE"
2004,NA,"Average",1.5,3694,4,3,2,9,7.627,703400,"EARLYSVILLE"
2003,NA,"Good",1.5,2917,4,3,1,9,3.717,569700,"EARLYSVILLE"
2003,NA,"Average",2,2853,4,2,1,9,2.863,550100,"EARLYSVILLE"
2004,NA,"Average",1.7,3268,4,4,1,9,2.119,612400,"EARLYSVILLE"
2007,NA,"Average",1.9,2932,4,3,1,11,2.133,566700,"EARLYSVILLE"
2002,2010,"Average",1.9,3926,4,3,0,10,2.093,573500,"EARLYSVILLE"
2006,NA,"Average",1.5,3061,4,4,1,9,2.27,567900,"EARLYSVILLE"
2004,NA,"Average",1.5,3236,4,3,1,10,2.926,533400,"EARLYSVILLE"
2003,NA,"Average",1.7,2917,4,3,0,9,2.79,548400,"EARLYSVILLE"
2004,NA,"Good",1.5,3772,4,3,1,9,3.204,687200,"EARLYSVILLE"
2003,NA,"Average",1,2962,3,3,0,9,3.674,607200,"EARLYSVILLE"
2013,NA,"Average",1.5,2844,4,4,0,9,20.158,818000,"EARLYSVILLE"
2003,NA,"Average",2,3711,4,4,1,10,6.929,704400,"EARLYSVILLE"
1978,NA,"Average",1,1134,2,1,1,4,9.98,332400,"EARLYSVILLE"
1969,2008,"Good",1,1348,3,2,1,8,3.02,347000,"EARLYSVILLE"
1974,NA,"Average",1,1388,3,2,0,7,3.01,293200,"EARLYSVILLE"
1967,NA,"Average",1,1144,3,1,0,5,3.53,274000,"EARLYSVILLE"
1870,NA,"Average",1.5,2274,2,2,0,8,3.66,332200,"EARLYSVILLE"
1974,NA,"Average",1,1374,3,1,1,7,3.33,314600,"EARLYSVILLE"
1974,NA,"Average",1,1375,3,2,0,6,3.31,308700,"EARLYSVILLE"
1976,NA,"Average",1,1276,3,3,0,11,3.18,347000,"EARLYSVILLE"
1977,2004,"Good",1,2245,4,3,0,9,3.01,431100,"EARLYSVILLE"
1984,2021,"Good",1,1448,4,3,0,9,2,313600,"EARLYSVILLE"
1963,NA,"Average",1,1134,4,2,0,8,3.9,268500,"EARLYSVILLE"
1983,NA,"Average",1,2203,3,2,0,6,5.005,412200,"EARLYSVILLE"
1984,NA,"Average",2,2604,4,2,1,8,3.855,353400,"EARLYSVILLE"
1985,2018,"Excellent",1.7,2436,5,3,1,11,3.458,571000,"EARLYSVILLE"
1986,NA,"Good",2,2125,4,3,1,9,2.942,457200,"EARLYSVILLE"
1987,2004,"Average",1.3,3835,4,3,1,10,7.465,692100,"EARLYSVILLE"
1984,NA,"Good",1.7,3637,4,3,0,8,24.656,666700,"EARLYSVILLE"
1986,NA,"Average",1.7,2436,4,2,1,9,4.753,459500,"EARLYSVILLE"
1986,2012,"Good",2,2442,4,2,2,8,4.62,464300,"EARLYSVILLE"
2000,NA,"Average",1.5,3059,4,3,1,9,5.741,497500,"EARLYSVILLE"
1990,NA,"Average",1.7,3245,3,3,1,12,21.06,634400,"EARLYSVILLE"
1979,2019,"Excellent",1,1080,4,2,1,8,2.019,285500,"EARLYSVILLE"
1977,NA,"Fair",1,2005,3,2,0,7,2.027,272800,"EARLYSVILLE"
1988,NA,"Average",1,1246,3,3,0,8,2.001,269300,"EARLYSVILLE"
1978,NA,"Average",1,1509,4,3,0,9,2.004,286300,"EARLYSVILLE"
1975,NA,"Average",1.5,2959,5,4,0,10,2.41,385300,"EARLYSVILLE"
1976,NA,"Average",1,4177,4,4,0,10,2.778,538800,"EARLYSVILLE"
1915,NA,"Good",2,1778,4,2,0,8,2.08,295400,"EARLYSVILLE"
1972,NA,"Average",1,1791,4,3,0,12,13.26,493400,"EARLYSVILLE"
2011,NA,"Average",1,3196,3,2,0,8,2,583000,"EARLYSVILLE"
2012,NA,"Average",2.3,3340,4,4,1,9,2,534500,"EARLYSVILLE"
2010,NA,"Average",1.5,2941,4,3,1,9,2.63,559300,"EARLYSVILLE"
2009,NA,"Average",1.9,3824,4,4,2,9,2.56,623200,"EARLYSVILLE"
2011,NA,"Average",1.31,2797,3,3,1,10,2.28,572200,"EARLYSVILLE"
2009,NA,"Average",2,2728,4,4,0,10,4.77,532600,"EARLYSVILLE"
2012,NA,"Average",1.9,3360,5,3,1,9,3.3,555000,"EARLYSVILLE"
2008,NA,"Average",1,3476,5,4,0,9,2.23,680100,"EARLYSVILLE"
2007,NA,"Average",1.7,3166,4,3,1,10,3.06,568900,"EARLYSVILLE"
2012,NA,"Average",1,2855,3,3,2,10,3.02,706700,"EARLYSVILLE"
2008,NA,"Average",1.71,3485,4,3,1,9,2.85,776800,"EARLYSVILLE"
2008,NA,"Average",1.3,3181,4,3,1,10,2.22,744800,"EARLYSVILLE"
2007,NA,"Average",1,3160,5,3,2,11,3.46,697900,"EARLYSVILLE"
2014,NA,"Average",1.3,3029,5,4,2,10,3.92,764000,"EARLYSVILLE"
2008,NA,"Average",1.5,3453,4,4,1,11,4.1,659800,"EARLYSVILLE"
2012,NA,"Average",1.6,3607,5,5,1,10,4.11,651800,"EARLYSVILLE"
2013,NA,"Average",1,2690,4,3,2,8,4.85,602400,"EARLYSVILLE"
1984,NA,"Average",1.5,4027,5,4,1,10,21,708600,"EARLYSVILLE"
2013,NA,"Average",1.5,2946,3,2,1,9,54.21,570800,"EARLYSVILLE"
1993,NA,"Average",1.3,2492,4,4,0,10,7.7,533200,"EARLYSVILLE"
1994,NA,"Average",1,2063,3,2,0,7,2.39,316500,"EARLYSVILLE"
1968,NA,"Average",1,1068,3,2,0,5,7.7,292600,"EARLYSVILLE"
1754,2008,"Average",1,672,1,1,0,3,3.42,183300,"EARLYSVILLE"
1995,NA,"Average",1,1936,5,4,0,12,23.15,575900,"EARLYSVILLE"
1992,NA,"Average",1,1490,3,3,0,5,4.04,349700,"EARLYSVILLE"
1981,NA,"Average",1,2458,3,2,0,7,7.616,480700,"EARLYSVILLE"
1990,NA,"Average",2,3381,5,2,1,10,2.53,445500,"EARLYSVILLE"
1990,NA,"Good",1.7,2100,3,2,1,8,2.62,391500,"EARLYSVILLE"
1992,NA,"Average",2,2340,3,3,0,10,2.01,367700,"EARLYSVILLE"
1991,NA,"Average",1.7,1880,4,3,0,9,3,406000,"EARLYSVILLE"
1995,NA,"Average",2,2913,4,3,0,9,3.73,493900,"EARLYSVILLE"
1990,NA,"Average",1.7,2482,3,2,1,7,4.82,403600,"EARLYSVILLE"
1991,NA,"Average",1.5,1890,3,3,1,6,2.02,380200,"EARLYSVILLE"
1992,NA,"Average",1.7,2368,4,2,1,8,2.01,363700,"EARLYSVILLE"
1990,NA,"Average",1.9,2470,4,2,1,8,3,404200,"EARLYSVILLE"
1985,2007,"Good",1.3,2161,3,2,1,6,3,375500,"EARLYSVILLE"
1981,2007,"Average",1,2344,4,3,0,7,5.19,422500,"EARLYSVILLE"
1965,NA,"Average",1,1475,3,2,0,7,7,356400,"EARLYSVILLE"
1977,NA,"Fair",1,1079,3,1,1,7,2.001,204500,"EARLYSVILLE"
1987,NA,"Average",1.3,2300,3,3,0,6,19.33,528500,"EARLYSVILLE"
1966,NA,"Very Poor",1,1622,3,2,0,7,4.068,142800,"EARLYSVILLE"
1946,NA,"Fair",1,1235,2,1,0,5,2.044,184400,"EARLYSVILLE"
