dispnum,stday,stmon,styear,endday,endmon,endyear,outcome,settle,fatality,fatalpre,maxdur,mindur,hiact,hostlev,recip,numa,numb,ongo2014,version
2981,19,4,1983,19,4,1983,5,3,0,0,1,1,12,3,0,1,1,0,5
2982,16,12,1982,16,12,1982,5,3,0,0,1,1,7,3,0,1,1,0,5
2984,9,9,1953,9,9,1953,5,3,0,0,1,1,16,4,0,1,1,0,5
2986,22,7,1956,8,8,1956,5,3,0,0,18,18,15,4,0,1,1,0,5
2987,24,8,1954,27,11,1955,5,3,0,0,461,461,16,4,1,1,1,0,5
2988,24,5,1953,25,11,1953,5,3,0,0,186,186,15,4,1,1,1,0,5
2989,25,9,1952,3,10,1952,5,3,-9,-9,9,9,17,4,1,1,1,0,5
2991,13,2,1951,8,6,1951,5,3,0,0,116,116,16,4,0,1,1,0,5
2992,18,3,1951,22,5,1951,5,3,0,0,66,66,15,4,0,1,1,0,5
2995,10,3,1934,16,6,1934,5,3,0,0,99,99,15,4,0,1,1,0,5
2996,7,6,1959,4,8,1959,5,3,0,0,59,59,16,4,0,1,1,0,5
2997,1,10,1959,1,10,1959,5,3,0,0,1,1,7,3,0,1,1,0,5
2998,10,3,1959,15,3,1959,5,3,-9,-9,6,6,17,4,1,1,1,0,5
2999,15,12,1959,15,12,1959,5,3,0,0,1,1,17,4,1,1,1,0,5
3000,27,2,1979,1,3,1979,5,3,0,0,3,3,14,4,0,1,1,0,5
3001,9,2,1979,13,5,1979,5,3,0,0,94,94,7,3,1,1,2,0,5
3002,26,2,1979,26,2,1979,5,3,0,0,1,1,16,4,0,1,1,0,5
3003,14,12,1978,24,1,1979,5,3,-9,-9,42,42,17,4,1,1,1,0,5
3004,16,10,1978,10,8,1979,5,3,-9,-9,299,299,16,4,1,1,1,0,5
3005,23,8,1978,26,8,1978,5,3,0,0,4,4,16,4,0,1,1,0,5
3007,18,4,1978,15,3,1979,5,1,6,-9,332,332,20,5,1,1,2,0,5
3009,17,3,1978,17,3,1978,5,3,0,0,1,1,7,3,0,1,1,0,5
3010,15,2,1978,17,2,1978,7,1,0,0,3,3,15,4,1,1,1,0,5
3011,20,3,1978,20,3,1978,5,3,0,0,1,1,17,4,1,1,1,0,5
3012,1,2,1978,1,2,1978,5,3,0,0,1,1,12,3,1,2,1,0,5
3013,13,10,1977,15,10,1977,5,3,0,0,3,3,16,4,1,1,1,0,5
3014,20,5,1977,27,5,1977,5,3,0,0,8,8,7,3,1,1,1,0,5
3015,27,2,1978,1,3,1978,5,3,1,-9,3,3,17,4,1,1,1,0,5
3016,27,1,1980,30,1,1980,5,3,0,0,4,4,7,3,0,2,1,0,5
3017,19,1,1980,4,3,1980,5,3,0,0,46,46,7,3,1,2,1,0,5
3018,31,8,1977,31,8,1977,5,3,0,0,1,1,7,3,1,1,1,0,5
3020,4,11,1979,21,1,1981,7,1,0,0,445,445,16,4,1,1,1,0,5
3021,13,8,1979,13,8,1979,5,3,0,0,1,1,7,3,0,1,1,0,5
3022,15,11,1979,19,11,1979,5,3,0,0,5,5,7,3,1,1,1,0,5
3024,10,6,1979,10,10,1979,5,3,-9,-9,123,123,17,4,1,1,1,0,5
3025,18,3,1979,26,6,1979,5,3,-9,-9,101,101,16,4,1,1,1,0,5
3026,2,3,1979,15,3,1979,5,3,0,0,14,14,12,3,0,1,1,0,5
3027,12,3,1984,20,9,1984,5,3,1,-9,193,193,17,4,1,1,1,0,5
3029,19,2,1985,19,2,1985,5,3,0,0,1,1,16,4,0,1,1,0,5
3030,14,6,1985,14,6,1985,5,3,0,0,1,1,16,4,0,1,1,0,5
3031,26,8,1984,25,10,1984,5,3,0,0,61,61,17,4,1,1,1,0,5
3033,9,1,1985,9,1,1985,5,3,0,0,1,1,16,4,0,1,1,0,5
3034,26,12,1984,26,12,1984,5,3,0,0,1,1,16,4,0,1,1,0,5
3035,25,12,1984,25,12,1984,5,3,0,0,1,1,16,4,0,1,1,0,5
3036,22,12,1984,22,12,1984,5,3,0,0,1,1,16,4,0,1,1,0,5
3037,17,12,1984,25,1,1985,7,1,0,0,40,40,16,4,1,1,1,0,5
3038,10,12,1984,10,12,1984,5,3,0,0,1,1,16,4,0,1,1,0,5
3040,9,9,1984,15,9,1984,5,3,0,0,7,7,16,4,0,1,1,0,5
3041,22,8,1984,22,8,1984,5,3,0,0,1,1,15,4,0,1,1,0,5
3042,10,7,1984,24,10,1984,5,3,0,0,107,107,16,4,0,1,1,0,5
3043,4,7,1984,17,4,1985,5,3,0,0,288,288,16,4,0,1,1,0,5
3044,15,6,1984,15,6,1984,5,3,1,-9,1,1,17,4,1,1,1,0,5
3045,3,6,1984,3,6,1984,5,3,0,0,1,1,16,4,0,1,1,0,5
3046,25,5,1984,16,7,1985,5,3,0,0,418,418,16,4,0,1,2,0,5
3048,26,4,1984,5,7,1984,5,3,0,0,71,71,16,4,1,1,1,0,5
3049,19,4,1984,28,8,1984,5,3,0,0,132,132,16,4,0,1,1,0,5
3050,27,3,1984,9,11,1984,6,1,0,0,228,228,16,4,1,1,1,0,5
3051,8,3,1984,31,3,1984,3,3,0,0,24,24,16,4,1,1,3,0,5
3052,8,3,1984,8,3,1984,5,3,0,0,1,1,16,4,0,1,1,0,5
3053,5,3,1984,5,3,1984,5,3,0,0,1,1,16,4,0,1,1,0,5
3054,28,12,1983,16,1,1984,5,3,-9,-9,20,20,17,4,1,1,1,0,5
3055,9,12,1983,10,6,1984,6,1,1,-9,185,185,17,4,1,1,1,0,5
3056,19,11,1983,21,11,1983,5,3,0,0,3,3,8,3,1,1,1,0,5
3057,4,11,1983,29,1,1985,5,3,0,0,453,453,16,4,0,1,1,0,5
3058,21,10,1983,1,11,1983,1,2,3,-9,12,12,17,4,1,7,2,0,5
3059,9,10,1983,10,10,1983,5,3,0,0,2,2,7,3,0,1,1,0,5
3060,1,10,1983,-9,1,1984,5,3,-9,-9,123,93,17,4,1,1,1,0,5
3062,3,9,1983,1,4,1984,5,3,-9,-9,212,212,17,4,1,1,1,0,5
3063,1,9,1983,1,9,1983,5,3,0,0,1,1,16,4,0,1,1,0,5
3064,9,8,1983,9,8,1983,5,3,0,0,1,1,7,3,0,1,1,0,5
3065,1,8,1983,10,8,1983,5,3,0,0,10,10,7,3,1,2,1,0,5
3066,29,4,1983,11,7,1983,5,3,4,-9,74,74,17,4,1,1,1,0,5
3067,27,4,1983,8,5,1983,5,3,0,0,12,12,15,4,1,1,1,0,5
3068,16,4,1983,30,4,1983,7,1,0,0,15,15,15,4,0,1,1,0,5
3070,12,4,1983,17,10,1983,5,3,1,-9,189,189,16,4,1,1,1,0,5
3071,26,2,1983,26,7,1983,5,3,0,0,151,151,16,4,1,1,1,0,5
3072,16,2,1983,20,2,1983,3,3,0,0,5,5,7,3,1,1,3,0,5
3073,9,12,1982,27,3,1983,5,3,0,0,109,109,16,4,0,1,1,0,5
3074,29,12,1982,13,1,1983,5,3,0,0,16,16,15,4,0,1,1,0,5
3075,1,2,1983,1,2,1983,5,3,0,0,1,1,7,3,0,1,1,0,5
3076,21,8,1982,29,10,1982,5,3,-9,-9,70,70,16,4,1,1,1,0,5
3077,12,8,1982,12,8,1982,4,3,0,0,1,1,7,3,0,1,1,0,5
3078,9,8,1982,9,8,1982,5,3,0,0,1,1,16,4,0,1,1,0,5
3079,9,8,1982,9,8,1982,5,3,0,0,1,1,16,4,0,1,1,0,5
3082,16,6,1982,17,6,1982,5,3,-9,-9,2,2,16,4,1,1,1,0,5
3083,26,5,1982,26,6,1982,5,3,0,0,32,32,16,4,0,1,1,0,5
3085,10,5,1982,5,9,1982,5,3,0,0,119,119,16,4,0,1,1,0,5
3086,13,4,1982,13,4,1982,5,3,0,0,1,1,7,3,0,1,1,0,5
3088,3,3,1982,3,3,1982,5,3,0,0,1,1,1,2,0,1,1,0,5
3089,24,2,1982,24,2,1982,5,3,0,0,1,1,12,3,1,1,1,0,5
3090,28,2,1982,16,9,1982,6,1,1,-9,201,201,17,4,1,1,1,0,5
3092,9,11,1981,9,11,1981,5,3,0,0,1,1,12,3,1,1,1,0,5
3093,22,10,1981,6,11,1981,5,3,0,0,16,16,7,3,1,1,1,0,5
3095,1,10,1981,1,10,1981,5,3,0,0,1,1,16,4,0,1,1,0,5
3096,24,9,1981,24,9,1981,5,3,1,-9,1,1,17,4,1,1,1,0,5
3097,21,9,1981,21,9,1981,5,3,1,-9,1,1,17,4,1,1,1,0,5
3098,10,9,1981,6,12,1981,5,3,-9,-9,88,88,16,4,1,1,5,0,5
3099,18,8,1981,21,8,1981,5,3,-9,-9,4,4,16,4,1,2,1,0,5
3100,12,8,1981,19,8,1981,7,3,0,0,8,8,15,4,0,1,1,0,5
3101,7,6,1981,7,6,1981,1,3,-9,-9,1,1,12,3,0,1,1,0,5
3102,5,5,1981,17,8,1981,5,3,4,-9,105,105,17,4,1,1,1,0,5
3104,20,5,1981,20,5,1981,6,1,1,-9,1,1,17,4,1,1,1,0,5
3105,25,10,1980,20,1,1981,7,3,0,0,88,88,15,4,0,1,1,0,5
3106,22,2,1982,24,2,1982,5,3,0,0,3,3,16,4,0,1,1,0,5
3107,26,11,1980,8,1,1981,5,3,0,0,44,44,7,3,1,1,2,0,5
3108,13,11,1980,16,11,1980,5,3,0,0,4,4,16,4,0,1,1,0,5
3109,23,11,1980,23,11,1980,5,3,0,0,1,1,16,4,0,1,1,0,5
3111,20,11,1980,20,11,1980,5,3,0,0,1,1,16,4,0,1,1,0,5
3112,11,8,1980,11,2,1981,5,3,0,0,185,185,14,4,0,1,1,0,5
3113,15,7,1980,15,7,1980,5,3,0,0,1,1,7,3,0,1,1,0,5
3114,15,6,1980,15,6,1980,5,3,0,0,1,1,16,4,0,1,1,0,5
3115,19,5,1980,19,5,1980,5,3,0,0,1,1,11,3,0,2,1,0,5
3116,6,5,1980,6,5,1980,5,3,0,0,1,1,1,2,0,1,1,0,5
3117,2,6,1980,2,11,1980,4,3,0,0,154,154,7,3,0,1,1,0,5
3118,14,3,1980,8,12,1980,5,3,0,0,270,270,11,3,1,1,1,0,5
3119,29,2,1980,29,7,1980,5,4,0,0,152,152,16,4,0,1,1,0,5
3120,7,2,1980,7,2,1980,5,3,0,0,1,1,7,3,0,1,1,0,5
3121,4,2,1980,4,2,1980,4,3,0,0,1,1,7,3,0,1,1,0,5
3122,21,9,1977,1,10,1977,7,3,0,0,11,11,15,4,0,1,1,0,5
3126,12,7,1977,10,9,1977,5,3,3,-9,61,61,17,4,1,1,1,0,5
3127,6,7,1977,2,11,1977,5,3,1,-9,120,120,17,4,1,1,2,0,5
3129,23,6,1977,26,6,1977,5,3,-9,-9,4,4,17,4,1,1,1,0,5
3130,27,6,1977,28,6,1977,5,3,0,0,2,2,12,3,0,1,1,0,5
3131,11,5,1977,21,12,1979,5,3,-9,-9,955,955,18,4,1,1,2,0,5
3132,5,8,1907,20,8,1908,5,3,-9,-9,382,382,17,4,1,1,1,0,5
3133,17,7,1909,17,1,1910,5,3,0,0,185,185,7,3,0,1,1,0,5
3134,1,11,1919,20,10,1921,2,1,6,-9,720,720,20,5,1,1,1,0,5
3135,10,3,1966,14,4,1966,4,1,0,0,36,36,7,3,0,1,1,0,5
3136,26,3,1887,30,4,1887,4,1,0,0,36,36,7,3,0,1,1,0,5
3138,1,7,1831,14,7,1831,1,1,0,0,14,14,16,4,0,1,1,0,5
3139,15,4,1911,30,6,1911,1,2,-9,-9,77,77,16,4,1,1,1,0,5
3150,23,4,1959,24,4,1959,5,3,0,0,2,2,16,4,1,1,1,0,5
3151,5,3,1958,5,3,1958,5,3,0,0,1,1,16,4,0,1,1,0,5
3152,5,3,1958,13,4,1958,5,3,-9,-9,40,40,17,4,1,1,1,0,5
3154,3,11,1955,10,12,1956,5,3,1,-9,404,404,17,4,1,1,1,0,5
3155,26,3,1955,30,3,1955,5,3,0,0,5,5,12,3,1,1,1,0,5
3156,7,10,1934,7,10,1934,5,3,0,0,1,1,16,4,1,1,1,0,5
3157,16,7,1934,16,7,1934,3,1,1,-9,1,1,16,4,0,1,1,0,5
3158,23,8,1935,30,8,1935,5,3,0,0,8,8,7,3,0,1,1,0,5
3159,15,12,1934,15,12,1934,5,3,0,0,1,1,16,4,0,1,1,0,5
3160,11,4,1933,11,4,1933,7,3,0,0,1,1,15,4,0,1,1,0,5
3161,26,4,1949,14,8,1949,5,3,0,0,111,111,7,3,1,2,1,0,5
3162,26,9,1960,30,9,1960,5,3,0,0,5,5,16,4,0,1,1,0,5
3163,17,8,1962,17,8,1962,5,3,0,0,1,1,16,4,0,1,1,0,5
3165,30,3,1962,30,3,1962,5,3,1,-9,1,1,17,4,1,1,1,0,5
3166,19,8,1963,8,11,1963,6,1,1,-9,82,82,16,4,0,1,1,0,5
3167,5,2,1963,5,2,1963,5,3,0,0,1,1,12,3,0,1,1,0,5
3168,27,5,1965,27,5,1965,5,3,1,-9,1,1,17,4,1,1,1,0,5
3169,28,7,1965,28,7,1965,5,3,0,0,1,1,16,4,0,1,1,0,5
3170,15,1,1967,15,1,1967,5,3,0,0,1,1,7,3,1,1,1,0,5
3171,24,2,1966,29,12,1966,5,3,1,-9,309,309,16,4,1,1,1,0,5
3172,20,4,1967,30,4,1967,5,3,0,0,11,11,12,3,1,1,1,0,5
3173,1,5,1969,13,11,1969,6,1,-9,-9,197,197,17,4,1,1,1,0,5
3174,2,8,1974,28,8,1974,5,3,0,0,27,27,12,3,1,1,1,0,5
3175,4,8,1975,12,10,1975,5,3,0,0,70,70,16,4,1,1,1,0,5
3176,6,6,1976,25,11,1976,6,4,0,0,173,173,7,3,1,1,1,0,5
3179,5,4,1976,5,4,1976,5,3,0,0,1,1,16,4,0,1,1,0,5
3180,28,12,1981,3,1,1982,5,3,0,0,7,7,12,3,0,1,1,0,5
3181,24,8,1922,15,9,1922,5,3,0,0,23,23,7,3,1,5,2,0,5
3182,13,1,1922,31,1,1923,5,3,0,0,384,384,10,3,1,2,1,0,5
3183,8,2,1925,30,4,1925,6,1,0,0,82,82,7,3,1,1,1,0,5
3184,8,7,1926,23,7,1926,5,3,0,0,16,16,12,3,1,1,1,0,5
3185,2,9,1925,20,3,1926,6,1,0,0,200,200,7,3,1,2,1,0,5
3186,5,2,1931,5,2,1931,5,3,1,-9,1,1,16,4,0,1,1,0,5
3187,28,7,1928,28,7,1928,5,3,1,-9,1,1,16,4,0,1,1,0,5
3188,16,6,1929,16,6,1929,5,3,0,0,1,1,16,4,0,1,1,0,5
3189,7,6,1937,7,6,1937,5,3,0,0,1,1,7,3,0,1,1,0,5
3190,3,6,1938,28,6,1938,6,1,0,0,26,26,7,3,1,1,1,0,5
3191,2,10,1939,15,1,1940,5,3,0,0,106,106,10,3,1,1,1,0,5
3192,5,10,1946,5,10,1946,5,3,0,0,1,1,16,4,1,1,1,0,5
3193,9,8,1946,31,8,1946,5,3,1,-9,23,23,16,4,1,1,1,0,5
3195,17,5,1951,8,9,1951,3,3,0,0,115,115,7,3,1,1,2,0,5
3196,3,5,1950,27,9,1950,5,3,0,0,148,148,15,4,0,1,1,0,5
3197,19,4,1950,19,4,1950,5,3,0,0,1,1,12,3,0,1,1,0,5
3199,2,8,1951,2,8,1951,5,3,0,0,1,1,16,4,0,1,1,0,5
3200,1,5,1952,1,5,1952,5,3,0,0,1,1,17,4,1,1,1,0,5
3202,8,6,1952,14,6,1952,5,3,0,0,7,7,12,3,0,1,1,0,5
3203,10,9,1953,10,9,1953,7,3,0,0,1,1,15,4,0,1,1,0,5
3205,21,5,1954,22,5,1954,7,3,0,0,2,2,16,4,1,1,1,0,5
3206,-9,5,1969,15,8,1969,7,3,0,0,107,77,15,4,1,1,1,0,5
3207,17,10,1953,20,6,1954,5,3,0,0,247,247,15,4,0,1,1,0,5
3208,14,12,1953,4,7,1954,5,3,0,0,203,203,16,4,0,1,1,0,5
3209,4,10,1954,4,10,1954,5,3,0,0,1,1,12,3,1,1,1,0,5
3210,15,9,1954,15,9,1954,5,3,0,0,1,1,12,3,0,1,1,0,5
3211,1,2,1955,1,2,1955,7,3,0,0,1,1,15,4,0,1,1,0,5
3213,25,12,1955,25,12,1955,5,3,0,0,1,1,17,4,1,1,1,0,5
3214,30,4,1955,30,4,1955,5,3,0,0,1,1,15,4,0,1,1,0,5
3215,19,1,1973,20,5,1973,5,3,0,0,122,122,16,4,1,1,1,0,5
3216,15,3,1955,9,4,1955,7,3,0,0,26,26,15,4,0,1,1,0,5
3217,31,1,1974,4,2,1974,5,3,0,0,5,5,7,3,0,1,3,0,5
3218,28,11,1955,13,2,1956,5,3,0,0,78,78,12,3,0,1,1,0,5
3219,27,7,1955,27,7,1955,5,3,0,0,1,1,16,4,0,1,1,0,5
3221,23,9,1956,23,9,1956,5,3,0,0,1,1,16,4,0,1,1,0,5
3225,30,1,1956,7,2,1956,5,3,0,0,9,9,15,4,0,1,1,0,5
3227,24,9,1974,5,10,1974,5,3,-9,-9,12,12,16,4,1,1,1,0,5
3229,7,1,1949,4,4,1949,5,3,1,-9,88,88,17,4,1,1,2,0,5
3230,1,1,1957,22,1,1959,5,3,2,-9,752,752,17,4,1,1,1,0,5
3231,15,8,1959,20,8,1961,5,3,2,-9,737,737,17,4,1,1,1,0,5
3232,8,3,1895,8,3,1895,5,3,0,0,1,1,16,4,0,1,1,0,5
3239,27,7,1816,27,7,1816,1,3,0,0,1,1,16,4,0,1,1,0,5
3242,29,3,1955,-9,4,1955,7,3,0,0,33,4,15,4,0,1,1,0,5
3243,29,1,1955,-9,2,1955,7,3,0,0,31,4,15,4,0,1,1,0,5
3244,29,10,1962,1,11,1962,7,3,0,0,4,4,15,4,0,1,1,0,5
3245,-9,6,1862,-9,10,1864,4,1,-9,-9,884,825,17,4,1,1,1,0,5
3247,-9,7,1871,-9,1,1872,1,2,0,0,215,155,14,4,0,1,1,0,5
3249,-9,7,1891,-9,10,1892,4,3,0,0,489,429,14,4,1,1,1,0,5
3250,15,8,1900,10,10,1900,3,1,6,-9,57,57,20,5,1,1,1,0,5
3254,-9,8,1912,5,11,1913,3,1,-9,-9,462,432,17,4,1,1,1,0,5
3255,1,6,1912,26,8,1912,5,3,0,0,87,87,16,4,0,1,1,0,5
3257,6,7,1921,5,11,1921,1,2,0,0,123,123,14,4,0,1,1,0,5
3258,-9,6,1914,-9,12,1914,4,3,0,0,214,155,14,4,0,1,1,0,5
3259,-9,9,1921,-9,3,1922,1,2,0,0,212,153,14,4,0,1,1,0,5
3260,-9,1,1926,-9,1,1926,5,1,0,0,31,1,1,2,0,1,1,0,5
3263,-9,3,1943,-9,6,1943,5,1,0,0,122,63,16,4,0,1,1,0,5
3264,7,11,1944,14,8,1945,6,1,-9,-9,281,281,17,4,1,1,1,0,5
3265,12,5,1947,-9,2,1948,5,3,-9,-9,294,266,17,4,1,2,1,0,5
3267,29,1,1973,29,1,1973,5,3,0,0,1,1,8,3,0,1,1,0,5
3300,-9,5,1968,9,7,1968,7,4,0,0,70,40,15,4,1,1,1,0,5
3301,1,10,1903,20,10,1903,4,1,0,0,20,20,1,2,0,1,1,0,5
3321,12,9,1817,1,11,1817,4,1,0,0,51,51,11,3,1,1,1,0,5
3322,13,5,1876,13,5,1876,5,3,0,0,1,1,1,2,0,3,1,0,5
3323,-9,5,1876,-9,5,1876,5,3,0,0,31,1,7,3,0,1,1,0,5
3325,20,9,1902,2,10,1902,4,1,0,0,13,13,7,3,0,1,1,0,5
3326,3,1,1853,12,3,1853,5,3,0,0,69,69,16,4,1,1,1,0,5
3330,5,9,1911,5,9,1911,5,3,0,0,1,1,7,3,0,1,1,0,5
3340,16,3,1919,16,3,1919,8,4,0,0,1,1,16,4,0,1,1,0,5
3341,20,10,1914,7,11,1914,7,3,0,0,19,19,15,4,0,1,2,0,5
3343,2,8,1914,2,8,1914,5,3,0,0,1,1,10,3,0,1,1,0,5
3344,13,8,1914,18,8,1914,5,3,0,0,6,6,7,3,1,1,1,0,5
3345,10,2,1918,10,2,1918,5,3,0,0,1,1,16,4,0,1,1,0,5
3346,19,2,1918,6,3,1918,5,3,0,0,16,16,14,4,0,1,1,0,5
3348,4,1,1916,11,11,1918,8,3,0,0,1043,1043,18,4,0,1,4,0,5
3349,19,8,1915,11,11,1918,8,3,0,0,1181,1181,16,4,0,1,1,0,5
3351,24,8,1914,24,8,1914,5,3,0,0,1,1,16,4,0,1,1,0,5
3352,21,8,1915,22,9,1915,4,1,0,0,33,33,7,3,0,1,1,0,5
3360,8,11,1960,8,11,1960,5,3,3,-9,1,1,17,4,1,1,1,0,5
3361,-9,12,1961,26,2,1962,5,3,0,0,88,58,7,3,1,1,3,0,5
3362,22,3,1926,22,3,1926,5,3,0,0,1,1,17,4,1,1,1,0,5
3364,14,3,1939,17,3,1939,1,2,-9,-9,4,4,14,4,0,1,1,0,5
3370,6,11,1950,7,4,1951,3,1,0,0,153,153,16,4,1,1,1,0,5
3371,20,12,1951,20,12,1951,5,3,0,0,1,1,12,3,0,1,1,0,5
3372,19,9,1951,2,7,1952,4,3,3,-9,288,288,16,4,1,1,1,0,5
3373,24,1,1953,6,10,1956,5,3,3,-9,1352,1352,16,4,1,1,1,0,5
3374,24,12,1952,26,3,1954,5,3,0,0,458,458,15,4,1,1,1,0,5
3375,3,4,1957,28,4,1961,5,3,3,-9,1487,1487,16,4,1,1,1,0,5
3377,23,7,1963,23,7,1963,5,3,-9,-9,1,1,17,4,1,1,1,0,5
3378,22,4,1964,3,3,1965,5,3,0,0,316,316,15,4,1,1,1,0,5
3379,18,2,1966,29,11,1966,5,3,-9,-9,285,285,16,4,1,1,1,0,5
3380,25,10,1973,25,7,1975,5,1,-9,-9,639,639,17,4,1,1,1,0,5
3381,15,10,1975,6,3,1976,5,3,0,0,144,144,1,2,0,1,1,0,5
3382,14,11,1977,19,11,1977,5,3,0,0,6,6,8,3,0,1,1,0,5
3383,3,7,1979,3,7,1979,6,1,-9,-9,1,1,7,3,0,1,1,0,5
3384,20,1,1983,21,1,1983,3,1,0,0,2,2,7,3,0,1,1,0,5
3385,16,8,1983,5,7,1985,7,1,0,0,690,690,15,4,1,1,1,0,5
3386,23,12,1949,7,1,1950,5,1,-9,-9,16,16,17,4,1,1,1,0,5
3387,8,8,1970,17,10,1971,5,3,-9,-9,436,436,16,4,1,1,1,0,5
3400,12,7,1950,12,7,1950,4,3,0,0,1,1,15,4,0,1,1,0,5
3401,28,12,1951,28,12,1951,5,3,0,0,1,1,16,4,1,1,1,0,5
3403,28,2,1954,28,2,1954,5,3,0,0,1,1,16,4,0,1,1,0,5
3404,6,4,1954,25,2,1955,5,3,1,-9,326,326,17,4,1,1,1,0,5
3405,14,10,1955,9,6,1960,5,3,1,-9,1701,1701,16,4,1,2,1,0,5
3406,12,2,1961,15,8,1961,5,3,0,0,185,185,16,4,1,1,1,0,5
3411,16,2,1950,4,9,1950,5,3,1,-9,201,201,16,4,1,1,1,0,5
3412,17,9,1966,27,11,1966,5,3,0,0,72,72,16,4,1,3,1,0,5
3413,16,12,1951,29,6,1952,5,3,1,-9,197,197,17,4,1,1,1,0,5
3414,9,1,1952,25,4,1952,7,3,0,0,108,108,15,4,0,1,1,0,5
3415,15,8,1954,28,12,1954,7,3,0,0,136,136,15,4,1,1,1,0,5
3416,4,8,1955,4,8,1955,7,3,0,0,1,1,15,4,0,1,1,0,5
3417,-9,2,1953,22,1,1958,5,3,2,-9,1817,1790,16,4,1,1,1,0,5
3418,29,3,1955,31,3,1955,5,3,0,0,3,3,16,4,1,1,1,0,5
3419,10,11,1958,8,9,1963,5,3,2,-9,1764,1764,16,4,1,2,1,0,5
3420,14,9,1958,18,9,1958,7,3,0,0,5,5,15,4,0,1,1,0,5
3421,24,5,1959,20,8,1959,7,3,0,0,89,89,15,4,0,1,1,0,5
3422,6,7,1960,13,7,1960,7,3,0,0,8,8,15,4,0,1,1,0,5
3427,9,10,1950,13,7,1952,5,3,2,-9,644,644,17,4,1,1,1,0,5
3428,22,2,1953,28,10,1953,5,3,0,0,249,249,16,4,1,1,1,0,5
3430,7,10,1959,22,8,1960,5,3,0,0,321,321,16,4,1,1,1,0,5
3434,27,9,1961,27,11,1966,5,3,2,-9,1888,1888,16,4,1,1,1,0,5
3437,7,11,1973,31,5,1974,2,1,-9,-9,206,206,16,4,1,1,1,0,5
3438,8,6,1974,20,10,1975,5,1,0,0,500,500,15,4,1,1,1,0,5
3439,26,11,1975,23,9,1977,5,3,0,0,668,668,16,4,1,1,1,0,5
3440,1,7,1978,11,7,1978,5,3,0,0,11,11,17,4,1,1,1,0,5
3441,27,6,1979,-9,2,1980,5,3,1,-9,248,220,16,4,1,1,1,0,5
3443,13,6,1985,7,8,1986,5,3,-9,-9,421,421,16,4,1,1,1,0,5
3444,11,4,1982,5,6,1985,2,1,6,-9,1152,1152,20,5,1,1,2,0,5
3445,6,4,1949,13,4,1949,5,1,0,0,8,8,12,3,1,1,1,0,5
3446,15,6,1967,27,11,1967,5,3,0,0,166,166,17,4,1,1,1,0,5
3447,3,9,1968,17,10,1971,5,3,-9,-9,1140,1140,17,4,1,1,1,0,5
3448,24,8,1980,25,7,1981,5,1,1,-9,336,336,17,4,1,2,1,0,5
3503,22,8,1942,22,2,1943,5,3,0,0,185,185,18,4,0,1,2,0,5
3506,6,6,1945,14,8,1945,5,3,0,0,70,70,18,4,0,1,1,0,5
3507,12,2,1945,12,8,1945,5,3,0,0,182,182,18,4,0,1,2,0,5
3508,15,2,1945,14,8,1945,5,3,0,0,181,181,18,4,0,1,2,0,5
3509,27,3,1945,14,8,1945,5,3,0,0,141,141,18,4,0,1,2,0,5
3510,11,4,1945,14,8,1945,5,3,0,0,126,126,18,4,0,1,1,0,5
3511,24,2,1945,14,8,1945,5,3,0,0,172,172,18,4,0,1,2,0,5
3512,1,3,1945,14,8,1945,5,3,0,0,167,167,18,4,0,1,1,0,5
3513,8,12,1941,24,6,1942,5,3,0,0,199,199,18,4,1,1,6,0,5
3514,8,12,1941,19,6,1942,5,3,0,0,194,194,18,4,1,1,6,0,5
3515,9,9,1943,9,3,1944,5,3,0,0,183,183,18,4,0,1,1,0,5
3516,4,12,1943,4,6,1944,5,3,0,0,184,184,18,4,0,1,3,0,5
3517,26,11,1943,26,5,1944,5,3,0,0,183,183,18,4,0,1,1,0,5
3518,8,12,1941,11,6,1942,5,3,0,0,186,186,18,4,0,1,3,0,5
3519,9,12,1941,11,6,1942,5,3,0,0,185,185,18,4,0,1,3,0,5
3520,8,12,1941,11,6,1942,5,3,0,0,186,186,18,4,0,1,3,0,5
3521,8,12,1941,12,6,1942,5,3,0,0,187,187,18,4,0,1,3,0,5
3522,9,12,1941,11,6,1942,5,3,0,0,185,185,18,4,0,1,3,0,5
3523,8,12,1941,13,6,1942,5,3,0,0,188,188,18,4,0,1,3,0,5
3524,22,5,1942,22,11,1942,5,3,0,0,185,185,18,4,0,3,1,0,5
3525,7,12,1941,12,6,1942,5,3,0,0,188,188,18,4,0,1,3,0,5
3526,27,1,1944,27,7,1944,5,3,0,0,183,183,18,4,0,1,2,0,5
3527,14,12,1942,14,6,1943,5,3,0,0,183,183,18,4,0,1,3,0,5
3540,30,12,1983,14,6,1986,5,3,2,-9,898,898,17,4,1,1,1,0,5
3541,19,2,1984,30,4,1984,5,3,0,0,72,72,7,3,1,1,1,0,5
3550,24,4,1992,24,4,1992,5,3,0,0,1,1,16,4,0,1,1,0,5
3551,16,7,1992,2,10,1996,1,1,0,0,1540,1540,15,4,1,14,1,0,5
3552,27,7,1992,23,12,1993,5,3,-9,-9,515,515,17,4,0,6,1,0,5
3554,9,12,1992,31,12,1992,5,3,0,0,23,23,11,3,0,1,1,0,5
3555,20,1,1992,10,7,1992,5,3,4,-9,173,173,17,4,1,1,1,0,5
